pct,k2-hp-1-conpl,k2-hp-1-conuni,k2-hp-1-realpl,k2-hp-1-realuni,k2-hp-10-conpl,k2-hp-10-conuni,k2-hp-10-realpl,k2-hp-10-realuni,k2-hp-100-conpl,k2-hp-100-conuni,k2-hp-100-realpl,k2-hp-100-realuni,k2-hp-1000-conpl,k2-hp-1000-conuni,k2-hp-1000-realpl,k2-hp-1000-realuni,k2-hp-10000-conpl,k2-hp-10000-conuni,k2-hp-10000-realpl,k2-hp-10000-realuni,k2-hp-100000-conpl,k2-hp-100000-conuni,k2-hp-100000-realpl,k2-hp-100000-realuni,k2-hp-1000000-conpl,k2-hp-1000000-conuni,k2-hp-1000000-realpl,k2-hp-1000000-realuni,k2-hp-10000000-conpl,k2-hp-10000000-conuni,k2-hp-10000000-realpl,k2-hp-10000000-realuni,k2-hp-100000000-conpl,k2-hp-100000000-conuni,k2-hp-100000000-realpl,k2-hp-100000000-realuni,k2-wf
33,0.864,0.992,0.935,1.000,0.864,0.993,0.940,1.000,0.869,0.993,0.965,1.000,0.895,0.993,0.996,1.000,0.977,0.992,1.000,1.000,0.998,0.992,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.859
