pct,k2-hp-1-conpl,k2-hp-1-conuni,k2-hp-1-realpl,k2-hp-1-realuni,k2-hp-10-conpl,k2-hp-10-conuni,k2-hp-10-realpl,k2-hp-10-realuni,k2-hp-100-conpl,k2-hp-100-conuni,k2-hp-100-realpl,k2-hp-100-realuni,k2-hp-1000-conpl,k2-hp-1000-conuni,k2-hp-1000-realpl,k2-hp-1000-realuni,k2-hp-10000-conpl,k2-hp-10000-conuni,k2-hp-10000-realpl,k2-hp-10000-realuni,k2-hp-100000-conpl,k2-hp-100000-conuni,k2-hp-100000-realpl,k2-hp-100000-realuni,k2-hp-1000000-conpl,k2-hp-1000000-conuni,k2-hp-1000000-realpl,k2-hp-1000000-realuni,k2-hp-10000000-conpl,k2-hp-10000000-conuni,k2-hp-10000000-realpl,k2-hp-10000000-realuni,k2-hp-100000000-conpl,k2-hp-100000000-conuni,k2-hp-100000000-realpl,k2-hp-100000000-realuni,k2-wf
33,0.478,0.179,0.235,0.172,0.475,0.181,0.230,0.173,0.462,0.179,0.202,0.173,0.329,0.183,0.176,0.174,0.194,0.180,0.174,0.174,0.177,0.183,0.174,0.176,0.175,0.173,0.175,0.178,0.174,0.174,0.175,0.174,0.173,0.173,0.177,0.174,0.547
