timestamp,count
1463331900,78
1463332200,98
1463332500,29
1463332800,40
1463333100,116
1463333400,93
1463333700,61
1463334000,68
1463334300,138
1463334600,107
1463334900,89
1463335200,53
1463335500,47
1463335800,76
1463336100,91
1463336400,202
1463336700,56
1463337000,105
1463337300,126
1463337600,77
1463337900,123
1463338200,75
1463338500,80
1463338800,109
1463339100,110
1463339400,116
1463339700,50
1463340000,94
1463340300,91
1463340600,115
1463340900,259
1463341200,250
1463341500,57
1463341800,93
1463342100,69
1463342400,90
1463342700,148
1463343000,177
1463343300,193
1463343600,108
1463343900,86
1463344200,131
1463344500,88
1463344800,31
1463345100,155
1463345400,119
1463345700,61
1463346000,122
1463346300,47
1463346600,54
1463346900,90
1463347200,78
1463347500,102
1463347800,80
1463348100,144
1463348400,86
1463348700,55
1463349000,74
1463349300,67
1463349600,128
1463349900,72
1463350200,128
1463350500,40
1463350800,81
1463351100,94
1463351400,56
1463351700,52
1463352000,85
1463352300,109
1463352600,88
1463352900,65
1463353200,47
1463353500,31
1463353800,47
1463354100,32
1463354400,33
1463354700,47
1463355000,98
1463355300,99
1463355600,51
1463355900,55
1463356200,28
1463356500,155
1463356800,27
1463357100,65
1463357400,65
1463357700,161
1463358000,44
1463358300,60
1463358600,93
1463358900,31
1463359200,34
1463359500,77
1463359800,133
1463360100,30
1463360400,41
1463360700,45
1463361000,20
1463361300,35
1463361600,50
1463361900,54
1463362200,54
1463362500,34
1463362800,36
1463363100,28
1463363400,74
1463363700,49
1463364000,47
1463364300,36
1463364600,26
1463364900,61
1463365200,179
1463365500,40
1463365800,83
1463366100,47
1463366400,53
1463366700,64
1463367000,42
1463367300,215
1463367600,160
1463367900,146
1463368200,53
1463368500,52
1463368800,59
1463369100,49
1463369400,25
1463369700,44
1463370000,31
1463370300,29
1463370600,68
1463370900,50
1463371200,33
1463371500,46
1463371800,46
1463372100,63
1463372400,46
1463372700,68
1463373000,68
1463373300,50
1463373600,11
1463373900,24
1463374200,236
1463374500,92
1463374800,118
1463375100,46
1463375400,37
1463375700,67
1463376000,38
1463376300,39
1463376600,60
1463376900,57
1463377200,42
1463377500,22
1463377800,196
1463378100,198
1463378400,64
1463378700,72
1463379000,44
1463379300,59
1463379600,81
1463379900,64
1463380200,73
1463380500,53
1463380800,140
1463381100,148
1463381400,75
1463381700,68
1463382000,95
1463382300,179
1463382600,177
1463382900,64
1463383200,106
1463383500,67
1463383800,55
1463384100,143
1463384400,611
1463384700,100
1463385000,136
1463385300,128
1463385600,73
1463385900,93
1463386200,88
1463386500,91
1463386800,110
1463387100,100
1463387400,123
1463387700,115
1463388000,138
1463388300,136
1463388600,128
1463388900,188
1463389200,65
1463389500,120
1463389800,115
1463390100,36
1463390400,40
1463390700,72
1463391000,80
1463391300,89
1463391600,96
1463391900,72
1463392200,63
1463392500,95
1463392800,57
1463393100,143
1463393400,71
1463393700,119
1463394000,78
1463394300,71
1463394600,82
1463394900,79
1463395200,162
1463395500,187
1463395800,135
1463396100,138
1463396400,126
1463396700,125
1463397000,68
1463397300,38
1463397600,55
1463397900,70
1463398200,54
1463398500,50
1463398800,90
1463399100,119
1463399400,27
1463399700,63
1463400000,94
1463400300,87
1463400600,80
1463400900,43
1463401200,121
1463401500,111
1463401800,77
1463402100,39
1463402400,71
1463402700,112
1463403000,76
1463403300,91
1463403600,37
1463403900,261
1463404200,58
1463404500,50
1463404800,68
1463405100,70
1463405400,209
1463405700,81
1463406000,63
1463406300,79
1463406600,82
1463406900,98
1463407200,114
1463407500,59
1463407800,93
1463408100,93
1463408400,64
1463408700,62
1463409000,111
1463409300,28
1463409600,78
1463409900,104
1463410200,72
1463410500,151
1463410800,170
1463411100,143
1463411400,102
1463411700,147
1463412000,204
1463412300,180
1463412600,148
1463412900,100
1463413200,69
1463413500,113
1463413800,141
1463414100,57
1463414400,125
1463414700,120
1463415000,461
1463415300,257
1463415600,169
1463415900,206
1463416200,174
1463416500,114
1463416800,160
1463417100,142
1463417400,234
1463417700,87
1463418000,290
1463418300,138
1463418600,147
1463418900,93
1463419200,70
1463419500,37
1463419800,55
1463420100,65
1463420400,102
1463420700,77
1463421000,86
1463421300,68
1463421600,72
1463421900,29
1463422200,74
1463422500,97
1463422800,202
1463423100,130
1463423400,100
1463423700,179
1463424000,66
1463424300,43
1463424600,121
1463424900,211
1463425200,106
1463425500,59
1463425800,135
1463426100,85
1463426400,136
1463426700,59
1463427000,94
1463427300,104
1463427600,67
1463427900,56
1463428200,71
1463428500,102
1463428800,56
1463429100,266
1463429400,101
1463429700,57
1463430000,76
1463430300,102
1463430600,245
1463430900,229
1463431200,201
1463431500,205
1463431800,98
1463432100,97
1463432400,79
1463432700,129
1463433000,110
1463433300,55
1463433600,123
1463433900,32
1463434200,145
1463434500,93
1463434800,176
1463435100,158
1463435400,173
1463435700,155
1463436000,66
1463436300,117
1463436600,138
1463436900,172
1463437200,111
1463437500,71
1463437800,67
1463438100,119
1463438400,91
1463438700,83
1463439000,145
1463439300,156
1463439600,56
1463439900,150
1463440200,153
1463440500,74
1463440800,100
1463441100,116
1463441400,109
1463441700,67
1463442000,53
1463442300,93
1463442600,41
1463442900,48
1463443200,59
1463443500,116
1463443800,38
1463444100,29
1463444400,38
1463444700,57
1463445000,55
1463445300,21
1463445600,50
1463445900,70
1463446200,89
1463446500,22
1463446800,46
1463447100,37
1463447400,45
1463447700,44
1463448000,121
1463448300,74
1463448600,46
1463448900,40
1463449200,40
1463449500,73
1463449800,41
1463450100,113
1463450400,56
1463450700,97
1463451000,128
1463451300,71
1463451600,44
1463451900,66
1463452200,119
1463452500,115
1463452800,221
1463453100,54
1463453400,48
1463453700,65
1463454000,57
1463454300,46
1463454600,105
1463454900,45
1463455200,129
1463455500,60
1463455800,75
1463456100,68
1463456400,80
1463456700,48
1463457000,48
1463457300,102
1463457600,84
1463457900,69
1463458200,44
1463458500,209
1463458800,52
1463459100,97
1463459400,107
1463459700,223
1463460000,162
1463460300,150
1463460600,97
1463460900,146
1463461200,142
1463461500,98
1463461800,119
1463462100,108
1463462400,125
1463462700,82
1463463000,152
1463463300,48
1463463600,261
1463463900,91
1463464200,96
1463464500,48
1463464800,122
1463465100,68
1463465400,204
1463465700,88
1463466000,66
1463466300,92
1463466600,132
1463466900,67
1463467200,69
1463467500,81
1463467800,70
1463468100,60
1463468400,52
1463468700,96
1463469000,113
1463469300,101
1463469600,76
1463469900,107
1463470200,139
1463470500,59
1463470800,103
1463471100,40
1463471400,27
1463471700,57
1463472000,51
1463472300,97
1463472600,47
1463472900,86
1463473200,116
1463473500,66
1463473800,76
1463474100,63
1463474400,74
1463474700,97
1463475000,241
1463475300,78
1463475600,161
1463475900,210
1463476200,177
1463476500,134
1463476800,91
1463477100,83
1463477400,115
1463477700,106
1463478000,95
1463478300,63
1463478600,85
1463478900,80
1463479200,142
1463479500,151
1463479800,98
1463480100,90
1463480400,90
1463480700,79
1463481000,54
1463481300,64
1463481600,108
1463481900,89
1463482200,128
1463482500,116
1463482800,83
1463483100,88
1463483400,100
1463483700,126
1463484000,63
1463484300,94
1463484600,127
1463484900,115
1463485200,137
1463485500,149
1463485800,92
1463486100,198
1463486400,158
1463486700,58
1463487000,64
1463487300,80
1463487600,93
1463487900,115
1463488200,89
1463488500,120
1463488800,108
1463489100,132
1463489400,111
1463489700,89
1463490000,172
1463490300,197
1463490600,180
1463490900,188
1463491200,136
1463491500,113
1463491800,138
1463492100,130
1463492400,114
1463492700,49
1463493000,65
1463493300,221
1463493600,93
1463493900,130
1463494200,374
1463494500,103
1463494800,153
1463495100,442
1463495400,146
1463495700,89
1463496000,117
1463496300,255
1463496600,238
1463496900,319
1463497200,78
1463497500,141
1463497800,128
1463498100,285
1463498400,145
1463498700,86
1463499000,65
1463499300,118
1463499600,112
1463499900,112
1463500200,219
1463500500,245
1463500800,200
1463501100,246
1463501400,56
1463501700,99
1463502000,122
1463502300,57
1463502600,88
1463502900,94
1463503200,185
1463503500,107
1463503800,139
1463504100,102
1463504400,226
1463504700,201
1463505000,129
1463505300,92
1463505600,72
1463505900,189
1463506200,189
1463506500,97
1463506800,97
1463507100,60
1463507400,111
1463507700,294
1463508000,88
1463508300,105
1463508600,68
1463508900,114
1463509200,54
1463509500,84
1463509800,104
1463510100,171
1463510400,94
1463510700,116
1463511000,102
1463511300,40
1463511600,98
1463511900,146
1463512200,125
1463512500,120
1463512800,125
1463513100,92
1463513400,68
1463513700,112
1463514000,54
1463514300,216
1463514600,106
1463514900,55
1463515200,35
1463515500,61
1463515800,90
1463516100,97
1463516400,51
1463516700,42
1463517000,41
1463517300,141
1463517600,65
1463517900,121
1463518200,178
1463518500,108
1463518800,33
1463519100,95
1463519400,95
1463519700,89
1463520000,95
1463520300,188
1463520600,100
1463520900,232
1463521200,63
1463521500,117
1463521800,135
1463522100,107
1463522400,93
1463522700,71
1463523000,56
1463523300,82
1463523600,84
1463523900,43
1463524200,63
1463524500,79
1463524800,84
1463525100,101
1463525400,142
1463525700,129
1463526000,57
1463526300,118
1463526600,108
1463526900,114
1463527200,181
1463527500,109
1463527800,89
1463528100,65
1463528400,91
1463528700,88
1463529000,61
1463529300,68
1463529600,55
1463529900,53
1463530200,40
1463530500,66
1463530800,38
1463531100,32
1463531400,52
1463531700,51
1463532000,29
1463532300,43
1463532600,79
1463532900,67
1463533200,65
1463533500,63
1463533800,86
1463534100,75
1463534400,113
1463534700,84
1463535000,117
1463535300,92
1463535600,103
1463535900,116
1463536200,152
1463536500,60
1463536800,68
1463537100,93
1463537400,86
1463537700,92
1463538000,134
1463538300,91
1463538600,51
1463538900,35
1463539200,78
1463539500,52
1463539800,41
1463540100,66
1463540400,147
1463540700,154
1463541000,221
1463541300,132
1463541600,155
1463541900,134
1463542200,146
1463542500,98
1463542800,109
1463543100,54
1463543400,130
1463543700,84
1463544000,79
1463544300,46
1463544600,106
1463544900,52
1463545200,79
1463545500,109
1463545800,85
1463546100,93
1463546400,41
1463546700,34
1463547000,92
1463547300,114
1463547600,136
1463547900,31
1463548200,66
1463548500,50
1463548800,86
1463549100,81
1463549400,1153
1463549700,292
1463550000,149
1463550300,151
1463550600,157
1463550900,58
1463551200,67
1463551500,50
1463551800,63
1463552100,118
1463552400,67
1463552700,80
1463553000,156
1463553300,335
1463553600,340
1463553900,76
1463554200,109
1463554500,91
1463554800,122
1463555100,193
1463555400,64
1463555700,129
1463556000,58
1463556300,86
1463556600,54
1463556900,107
1463557200,35
1463557500,73
1463557800,132
1463558100,66
1463558400,194
1463558700,230
1463559000,120
1463559300,46
1463559600,77
1463559900,41
1463560200,64
1463560500,78
1463560800,171
1463561100,242
1463561400,109
1463561700,104
1463562000,64
1463562300,145
1463562600,112
1463562900,92
1463563200,114
1463563500,80
1463563800,42
1463564100,123
1463564400,119
1463564700,104
1463565000,111
1463565300,129
1463565600,117
1463565900,74
1463566200,93
1463566500,105
1463566800,89
1463567100,76
1463567400,280
1463567700,281
1463568000,151
1463568300,117
1463568600,175
1463568900,206
1463569200,103
1463569500,159
1463569800,167
1463570100,113
1463570400,91
1463570700,142
1463571000,110
1463571300,133
1463571600,187
1463571900,57
1463572200,74
1463572500,84
1463572800,56
1463573100,110
1463573400,95
1463573700,64
1463574000,140
1463574300,58
1463574600,44
1463574900,74
1463575200,81
1463575500,118
1463575800,62
1463576100,123
1463576400,147
1463576700,158
1463577000,112
1463577300,101
1463577600,151
1463577900,133
1463578200,155
1463578500,215
1463578800,153
1463579100,118
1463579400,115
1463579700,166
1463580000,155
1463580300,104
1463580600,97
1463580900,151
1463581200,82
1463581500,153
1463581800,168
1463582100,103
1463582400,110
1463582700,150
1463583000,103
1463583300,116
1463583600,71
1463583900,133
1463584200,126
1463584500,86
1463584800,119
1463585100,137
1463585400,85
1463585700,146
1463586000,91
1463586300,70
1463586600,117
1463586900,104
1463587200,54
1463587500,100
1463587800,88
1463588100,167
1463588400,169
1463588700,180
1463589000,180
1463589300,224
1463589600,196
1463589900,141
1463590200,112
1463590500,153
1463590800,116
1463591100,121
1463591400,201
1463591700,171
1463592000,186
1463592300,213
1463592600,162
1463592900,195
1463593200,117
1463593500,147
1463593800,100
1463594100,162
1463594400,103
1463594700,95
1463595000,192
1463595300,102
1463595600,113
1463595900,100
1463596200,83
1463596500,82
1463596800,79
1463597100,73
1463597400,170
1463597700,72
1463598000,53
1463598300,88
1463598600,100
1463598900,92
1463599200,74
1463599500,80
1463599800,74
1463600100,143
1463600400,90
1463600700,76
1463601000,63
1463601300,62
1463601600,110
1463601900,62
1463602200,1410
1463602500,93
1463602800,74
1463603100,75
1463603400,78
1463603700,62
1463604000,76
1463604300,132
1463604600,135
1463604900,79
1463605200,52
1463605500,90
1463605800,137
1463606100,146
1463606400,106
1463606700,98
1463607000,245
1463607300,126
1463607600,176
1463607900,193
1463608200,139
1463608500,165
1463608800,181
1463609100,119
1463609400,154
1463609700,232
1463610000,226
1463610300,244
1463610600,308
1463610900,100
1463611200,220
1463611500,145
1463611800,129
1463612100,57
1463612400,104
1463612700,54
1463613000,30
1463613300,76
1463613600,149
1463613900,66
1463614200,56
1463614500,156
1463614800,74
1463615100,70
1463615400,84
1463615700,107
1463616000,116
1463616300,150
1463616600,208
1463616900,116
1463617200,102
1463617500,213
1463617800,164
1463618100,201
1463618400,98
1463618700,224
1463619000,133
1463619300,111
1463619600,48
1463619900,106
1463620200,133
1463620500,90
1463620800,108
1463621100,158
1463621400,106
1463621700,65
1463622000,44
1463622300,50
1463622600,116
1463622900,41
1463623200,78
1463623500,185
1463623800,64
1463624100,63
1463624400,54
1463624700,67
1463625000,99
1463625300,42
1463625600,85
1463625900,100
1463626200,43
1463626500,89
1463626800,63
1463627100,96
1463627400,100
1463627700,104
1463628000,124
1463628300,89
1463628600,113
1463628900,100
1463629200,213
1463629500,95
1463629800,58
1463630100,40
1463630400,54
1463630700,47
1463631000,46
1463631300,37
1463631600,51
1463631900,117
1463632200,57
1463632500,50
1463632800,27
1463633100,52
1463633400,109
1463633700,66
1463634000,51
1463634300,64
1463634600,91
1463634900,68
1463635200,60
1463635500,159
1463635800,63
1463636100,55
1463636400,81
1463636700,204
1463637000,137
1463637300,84
1463637600,84
1463637900,96
1463638200,134
1463638500,118
1463638800,99
1463639100,64
1463639400,75
1463639700,128
1463640000,545
1463640300,263
1463640600,43
1463640900,78
1463641200,140
1463641500,170
1463641800,114
1463642100,177
1463642400,254
1463642700,161
1463643000,74
1463643300,100
1463643600,84
1463643900,52
1463644200,157
1463644500,123
1463644800,144
1463645100,161
1463645400,161
1463645700,97
1463646000,174
1463646300,155
1463646600,121
1463646900,68
1463647200,141
1463647500,113
1463647800,86
1463648100,113
1463648400,144
1463648700,58
1463649000,171
1463649300,152
1463649600,150
1463649900,102
1463650200,115
1463650500,273
1463650800,127
1463651100,108
1463651400,38
1463651700,35
1463652000,59
1463652300,126
1463652600,135
1463652900,111
1463653200,146
1463653500,121
1463653800,131
1463654100,181
1463654400,188
1463654700,204
1463655000,102
1463655300,132
1463655600,107
1463655900,133
1463656200,83
1463656500,64
1463656800,70
1463657100,98
1463657400,233
1463657700,140
1463658000,110
1463658300,54
1463658600,75
1463658900,91
1463659200,249
1463659500,156
1463659800,104
1463660100,98
1463660400,167
1463660700,101
1463661000,133
1463661300,115
1463661600,265
1463661900,191
1463662200,134
1463662500,133
1463662800,163
1463663100,136
1463663400,68
1463663700,151
1463664000,123
1463664300,98
1463664600,58
1463664900,45
1463665200,92
1463665500,86
1463665800,125
1463666100,87
1463666400,142
1463666700,147
1463667000,355
1463667300,196
1463667600,165
1463667900,251
1463668200,144
1463668500,144
1463668800,143
1463669100,263
1463669400,405
1463669700,113
1463670000,105
1463670300,107
1463670600,98
1463670900,170
1463671200,87
1463671500,71
1463671800,120
1463672100,85
1463672400,162
1463672700,162
1463673000,191
1463673300,84
1463673600,65
1463673900,121
1463674200,171
1463674500,165
1463674800,58
1463675100,150
1463675400,135
1463675700,269
1463676000,104
1463676300,82
1463676600,38
1463676900,151
1463677200,190
1463677500,177
1463677800,216
1463678100,138
1463678400,127
1463678700,106
1463679000,113
1463679300,109
1463679600,138
1463679900,104
1463680200,165
1463680500,186
1463680800,251
1463681100,157
1463681400,202
1463681700,333
1463682000,72
1463682300,97
1463682600,63
1463682900,60
1463683200,73
1463683500,73
1463683800,72
1463684100,149
1463684400,90
1463684700,104
1463685000,42
1463685300,122
1463685600,268
1463685900,147
1463686200,85
1463686500,81
1463686800,106
1463687100,65
1463687400,91
1463687700,69
1463688000,150
1463688300,144
1463688600,110
1463688900,72
1463689200,75
1463689500,82
1463689800,116
1463690100,149
1463690400,71
1463690700,101
1463691000,140
1463691300,115
1463691600,175
1463691900,125
1463692200,136
1463692500,116
1463692800,257
1463693100,115
1463693400,163
1463693700,167
1463694000,111
1463694300,111
1463694600,120
1463694900,90
1463695200,141
1463695500,109
1463695800,133
1463696100,91
1463696400,131
1463696700,110
1463697000,159
1463697300,195
1463697600,225
1463697900,180
1463698200,189
1463698500,113
1463698800,96
1463699100,64
1463699400,84
1463699700,79
1463700000,101
1463700300,82
1463700600,124
1463700900,168
1463701200,83
1463701500,70
1463701800,148
1463702100,134
1463702400,130
1463702700,164
1463703000,81
1463703300,94
1463703600,88
1463703900,93
1463704200,161
1463704500,118
1463704800,134
1463705100,92
1463705400,85
1463705700,49
1463706000,70
1463706300,126
1463706600,55
1463706900,68
1463707200,158
1463707500,97
1463707800,78
1463708100,66
1463708400,74
1463708700,128
1463709000,53
1463709300,57
1463709600,85
1463709900,68
1463710200,92
1463710500,86
1463710800,91
1463711100,165
1463711400,154
1463711700,218
1463712000,80
1463712300,76
1463712600,65
1463712900,73
1463713200,53
1463713500,73
1463713800,160
1463714100,114
1463714400,45
1463714700,73
1463715000,295
1463715300,75
1463715600,34
1463715900,178
1463716200,117
1463716500,59
1463716800,144
1463717100,175
1463717400,109
1463717700,106
1463718000,140
1463718300,85
1463718600,32
1463718900,34
1463719200,70
1463719500,164
1463719800,183
1463720100,146
1463720400,87
1463720700,81
1463721000,118
1463721300,73
1463721600,48
1463721900,137
1463722200,152
1463722500,187
1463722800,166
1463723100,157
1463723400,38
1463723700,64
1463724000,75
1463724300,86
1463724600,82
1463724900,37
1463725200,141
1463725500,128
1463725800,164
1463726100,78
1463726400,103
1463726700,109
1463727000,150
1463727300,94
1463727600,179
1463727900,200
1463728200,90
1463728500,94
1463728800,111
1463729100,51
1463729400,89
1463729700,55
1463730000,48
1463730300,62
1463730600,31
1463730900,40
1463731200,44
1463731500,65
1463731800,107
1463732100,145
1463732400,73
1463732700,96
1463733000,47
1463733300,100
1463733600,120
1463733900,75
1463734200,65
1463734500,60
1463734800,63
1463735100,83
1463735400,36
1463735700,47
1463736000,49
1463736300,63
1463736600,128
1463736900,133
1463737200,146
1463737500,74
1463737800,86
1463738100,94
1463738400,101
1463738700,286
1463739000,180
1463739300,97
1463739600,105
1463739900,172
1463740200,181
1463740500,80
1463740800,53
1463741100,89
1463741400,69
1463741700,76
1463742000,83
1463742300,130
1463742600,90
1463742900,153
1463743200,124
1463743500,86
1463743800,122
1463744100,91
1463744400,70
1463744700,95
1463745000,101
1463745300,114
1463745600,81
1463745900,99
1463746200,90
1463746500,120
1463746800,185
1463747100,188
1463747400,113
1463747700,78
1463748000,334
1463748300,305
1463748600,77
1463748900,64
1463749200,117
1463749500,161
1463749800,91
1463750100,97
1463750400,72
1463750700,80
1463751000,53
1463751300,89
1463751600,96
1463751900,218
1463752200,94
1463752500,96
1463752800,81
1463753100,101
1463753400,104
1463753700,120
1463754000,205
1463754300,155
1463754600,94
1463754900,55
1463755200,100
1463755500,119
1463755800,101
1463756100,67
1463756400,106
1463756700,62
1463757000,62
1463757300,32
1463757600,95
1463757900,74
1463758200,116
1463758500,169
1463758800,120
1463759100,81
1463759400,105
1463759700,105
1463760000,170
1463760300,124
1463760600,154
1463760900,87
1463761200,187
1463761500,111
1463761800,139
1463762100,114
1463762400,82
1463762700,71
1463763000,104
1463763300,71
1463763600,68
1463763900,49
1463764200,208
1463764500,143
1463764800,111
1463765100,75
1463765400,108
1463765700,171
1463766000,92
1463766300,114
1463766600,244
1463766900,172
1463767200,216
1463767500,79
1463767800,75
1463768100,250
1463768400,237
1463768700,109
1463769000,97
1463769300,169
1463769600,224
1463769900,178
1463770200,238
1463770500,156
1463770800,209
1463771100,267
1463771400,186
1463771700,268
1463772000,181
1463772300,323
1463772600,185
1463772900,191
1463773200,102
1463773500,45
1463773800,129
1463774100,226
1463774400,335
1463774700,153
1463775000,111
1463775300,163
1463775600,111
1463775900,244
1463776200,329
1463776500,223
1463776800,80
1463777100,135
1463777400,119
1463777700,64
1463778000,186
1463778300,163
1463778600,231
1463778900,148
1463779200,107
1463779500,211
1463779800,78
1463780100,215
1463780400,211
1463780700,136
1463781000,109
1463781300,270
1463781600,161
1463781900,90
1463782200,121
1463782500,68
1463782800,215
1463783100,100
1463783400,169
1463783700,135
1463784000,148
1463784300,140
1463784600,186
1463784900,69
1463785200,104
1463785500,115
1463785800,66
1463786100,179
1463786400,100
1463786700,131
1463787000,92
1463787300,296
1463787600,172
1463787900,99
1463788200,149
1463788500,125
1463788800,91
1463789100,72
1463789400,92
1463789700,154
1463790000,126
1463790300,102
1463790600,103
1463790900,88
1463791200,65
1463791500,70
1463791800,108
1463792100,194
1463792400,120
1463792700,93
1463793000,139
1463793300,71
1463793600,45
1463793900,87
1463794200,63
1463794500,39
1463794800,87
1463795100,101
1463795400,112
1463795700,133
1463796000,124
1463796300,108
1463796600,86
1463796900,74
1463797200,77
1463797500,122
1463797800,117
1463798100,61
1463798400,86
1463798700,102
1463799000,75
1463799300,86
1463799600,61
1463799900,90
1463800200,116
1463800500,63
1463800800,116
1463801100,161
1463801400,75
1463801700,71
1463802000,75
1463802300,106
1463802600,51
1463802900,89
1463803200,274
1463803500,129
1463803800,144
1463804100,42
1463804400,89
1463804700,179
1463805000,99
1463805300,86
1463805600,84
1463805900,655
1463806200,126
1463806500,82
1463806800,132
1463807100,378
1463807400,153
1463807700,114
1463808000,75
1463808300,117
1463808600,56
1463808900,40
1463809200,93
1463809500,280
1463809800,89
1463810100,167
1463810400,89
1463810700,198
1463811000,182
1463811300,128
1463811600,126
1463811900,85
1463812200,120
1463812500,91
1463812800,60
1463813100,33
1463813400,56
1463813700,51
1463814000,87
1463814300,86
1463814600,90
1463814900,51
1463815200,68
1463815500,105
1463815800,266
1463816100,70
1463816400,75
1463816700,81
1463817000,290
1463817300,181
1463817600,84
1463817900,93
1463818200,198
1463818500,58
1463818800,123
1463819100,113
1463819400,178
1463819700,209
1463820000,109
1463820300,101
1463820600,74
1463820900,117
1463821200,143
1463821500,142
1463821800,215
1463822100,383
1463822400,122
1463822700,102
1463823000,128
1463823300,205
1463823600,177
1463823900,151
1463824200,85
1463824500,79
1463824800,88
1463825100,95
1463825400,172
1463825700,331
1463826000,253
1463826300,89
1463826600,205
1463826900,98
1463827200,143
1463827500,168
1463827800,111
1463828100,150
1463828400,119
1463828700,199
1463829000,80
1463829300,101
1463829600,144
1463829900,260
1463830200,213
1463830500,140
1463830800,126
1463831100,290
1463831400,139
1463831700,151
1463832000,112
1463832300,135
1463832600,71
1463832900,215
1463833200,60
1463833500,83
1463833800,108
1463834100,72
1463834400,71
1463834700,249
1463835000,58
1463835300,84
1463835600,141
1463835900,120
1463836200,132
1463836500,40
1463836800,168
1463837100,226
1463837400,179
1463837700,136
1463838000,168
1463838300,100
1463838600,130
1463838900,72
1463839200,67
1463839500,182
1463839800,106
1463840100,69
1463840400,122
1463840700,65
1463841000,38
1463841300,96
1463841600,56
1463841900,125
1463842200,92
1463842500,86
1463842800,135
1463843100,74
1463843400,58
1463843700,34
1463844000,90
1463844300,153
1463844600,90
1463844900,179
1463845200,98
1463845500,87
1463845800,157
1463846100,163
1463846400,154
1463846700,203
1463847000,205
1463847300,86
1463847600,73
1463847900,113
1463848200,162
1463848500,127
1463848800,99
1463849100,111
1463849400,74
1463849700,80
1463850000,104
1463850300,108
1463850600,137
1463850900,207
1463851200,46
1463851500,88
1463851800,76
1463852100,67
1463852400,73
1463852700,104
1463853000,99
1463853300,77
1463853600,186
1463853900,207
1463854200,172
1463854500,67
1463854800,67
1463855100,98
1463855400,146
1463855700,167
1463856000,162
1463856300,54
1463856600,77
1463856900,51
1463857200,66
1463857500,39
1463857800,54
1463858100,133
1463858400,222
1463858700,304
1463859000,211
1463859300,116
1463859600,103
1463859900,91
1463860200,211
1463860500,133
1463860800,54
1463861100,58
1463861400,88
1463861700,188
1463862000,93
1463862300,80
1463862600,51
1463862900,68
1463863200,140
1463863500,41
1463863800,39
1463864100,74
1463864400,130
1463864700,60
1463865000,54
1463865300,51
1463865600,345
1463865900,41
1463866200,75
1463866500,72
1463866800,139
1463867100,115
1463867400,174
1463867700,118
1463868000,92
1463868300,85
1463868600,98
1463868900,83
1463869200,87
