exposure
0.600
0.667
0.667
0.600
0.667
0.600
0.500
0.571
0.500
0.667
0.500
0.667
0.636
0.625
0.600
0.400
0.600
0.400
0.400
0.250
0.636
0.857
0.750
0.714
0.667
0.500
0.429
0.667
0.667
0.571
0.778
0.700
0.556
0.600
0.333
0.600
0.600
0.667
0.333
0.500
0.750
0.600
0.714
0.500
0.750
0.600
0.333
0.625
0.667
0.400
0.600
0.714
0.571
0.400
0.714
0.600
0.714
0.667
0.750
0.500
0.714
0.750
0.333
0.400
0.667
0.600
0.375
0.800
0.571
0.714
0.500
0.375
0.600
0.500
0.667
0.571
0.500
0.667
0.750
0.571
0.636
0.429
0.500
0.667
0.636
0.600
0.500
0.571
0.400
0.429
0.750
0.750
0.667
0.500
0.625
0.556
0.571
0.667
0.333
0.600
0.500
0.800
0.778
0.667
0.444
0.667
0.400
0.625
0.600
0.333
0.800
0.667
0.571
0.667
0.429
0.571
0.600
0.600
0.571
0.500
0.700
0.333
0.600
0.625
0.600
0.571
0.875
0.500
0.333
0.600
0.500
0.000
0.750
0.400
0.500
0.733
0.429
0.571
0.000
0.714
0.750
0.429
0.778
0.545
0.750
0.778
0.625
0.500
0.667
0.333
0.500
0.667
0.778
0.714
0.667
0.667
0.429
0.667
0.667
0.889
0.800
0.714
0.625
0.571
0.500
0.909
0.500
0.714
0.750
0.600
0.625
0.600
0.625
0.714
0.667
0.500
0.500
0.556
0.556
0.625
0.800
0.667
0.444
0.600
0.667
0.714
0.571
0.667
0.714
0.500
0.500
0.750
0.500
0.571
0.857
0.500
0.667
0.000
0.727
0.500
0.250
0.600
0.667
0.600
0.571
0.500
0.625
0.750
0.429
0.750
0.429
0.571
0.800
0.500
0.500
0.600
0.750
0.500
0.667
0.625
0.625
0.625
0.600
0.500
0.444
0.250
0.667
0.333
0.500
0.500
0.800
0.500
0.556
0.700
0.625
0.667
0.500
0.400
0.400
0.500
0.500
0.667
0.500
0.700
0.667
0.500
0.667
0.429
0.714
0.667
0.500
0.625
0.444
0.400
0.667
0.600
0.000
0.333
0.200
0.500
0.667
0.333
0.400
0.667
0.500
0.714
0.500
0.250
0.667
0.667
0.333
0.714
0.800
0.600
0.500
0.500
0.667
0.750
0.400
0.571
0.667
0.750
0.600
0.667
0.500
0.714
0.333
0.571
0.400
0.500
0.667
0.400
0.556
0.333
0.667
0.500
0.000
0.600
0.667
0.571
0.667
0.700
0.571
0.500
0.727
0.625
0.714
0.750
0.700
0.500
0.200
0.500
0.700
0.500
0.444
0.500
0.556
0.600
0.667
0.667
0.667
0.778
0.750
0.500
0.714
0.667
0.500
0.714
0.571
0.667
0.333
0.625
0.750
0.667
0.667
0.889
0.600
0.571
0.714
0.571
0.714
0.600
0.667
0.800
0.714
0.500
0.429
0.000
0.750
0.571
0.778
0.667
0.500
0.600
0.400
0.571
0.833
0.667
0.667
0.500
0.667
0.714
0.500
0.500
0.833
0.556
0.600
0.333
0.600
0.750
0.250
0.571
0.400
0.333
0.667
0.667
0.429
0.500
0.556
0.800
0.400
0.429
0.400
0.615
0.636
0.333
0.375
0.333
0.500
0.571
0.750
0.714
0.636
0.857
0.571
0.556
0.625
0.571
0.600
0.571
0.667
0.667
0.750
0.556
0.556
0.500
0.400
0.778
0.700
0.714
0.625
0.600
0.500
0.667
0.750
0.667
0.500
0.500
0.571
0.333
0.667
0.700
0.750
0.667
0.600
0.800
0.625
0.667
0.667
0.625
0.636
0.600
0.857
0.500
0.625
0.400
0.333
0.571
0.833
0.625
0.333
0.500
0.778
0.625
0.400
0.400
0.667
0.667
0.571
0.714
0.333
0.667
0.714
0.600
0.667
0.500
0.800
0.667
0.545
0.625
0.700
0.000
0.556
0.727
0.625
0.625
0.500
0.714
0.600
0.333
0.500
0.500
0.778
0.000
0.714
0.600
0.500
0.778
0.857
0.667
0.545
0.625
0.750
0.429
0.500
0.714
0.556
0.600
0.600
0.667
0.571
0.833
0.625
0.800
0.714
0.625
0.500
0.429
0.600
0.250
0.875
0.400
0.714
0.600
0.333
0.571
0.571
0.625
0.667
0.600
0.625
0.750
0.400
0.667
0.400
0.778
0.636
0.625
0.750
0.778
0.714
0.625
0.600
0.667
0.714
0.600
0.500
0.500
0.667
0.667
0.714
0.714
0.429
0.500
0.571
0.500
0.750
0.714
0.800
0.667
0.600
0.667
0.750
0.750
0.556
0.556
0.500
0.667
0.600
0.667
0.636
0.667
0.900
0.571
0.375
0.400
0.286
0.714
0.667
0.571
0.571
0.556
0.667
0.700
0.667
0.500
0.571
0.571
0.500
0.600
0.714
0.778
0.750
0.500
0.500
0.545
0.667
0.429
0.600
0.636
0.571
0.667
0.667
0.400
0.667
0.778
0.500
0.667
0.500
0.857
0.500
0.500
0.571
0.286
0.625
0.500
0.375
0.333
0.667
0.714
0.800
0.778
0.667
0.750
0.600
0.818
0.750
0.571
0.556
0.714
0.750
0.333
0.500
0.500
0.333
0.545
0.750
0.857
0.571
0.571
0.750
0.750
0.714
0.500
0.500
0.714
0.625
0.600
0.444
0.714
0.600
0.000
0.500
0.667
0.556
0.857
0.545
0.800
0.583
0.556
0.500
0.600
0.625
0.250
0.500
0.667
0.667
0.500
0.556
0.700
0.727
0.778
0.833
0.800
0.500
0.500
0.500
0.800
0.714
0.667
0.714
0.750
0.333
0.600
0.600
0.571
0.400
0.571
0.750
0.500
0.571
0.571
0.714
0.625
0.500
0.250
0.429
0.714
0.714
0.600
0.429
0.500
0.571
0.500
0.600
0.625
0.750
0.625
0.625
0.667
0.714
0.667
0.250
0.750
0.667
0.333
0.625
0.571
0.400
0.500
0.625
0.571
0.750
0.625
0.714
0.600
0.667
0.375
0.556
0.700
0.625
0.500
0.375
0.500
0.667
0.200
0.571
0.667
0.667
0.571
0.600
0.800
0.429
0.500
0.000
0.571
0.571
0.800
0.667
0.625
0.625
0.600
0.545
0.714
0.714
0.667
0.667
0.429
0.769
0.500
0.600
0.333
0.714
0.444
0.444
0.667
0.583
0.500
0.571
