exposure
0.778
0.714
0.714
0.500
0.500
0.400
0.500
0.667
0.571
0.667
0.750
0.714
0.833
0.714
0.667
0.333
0.500
0.667
0.500
0.400
0.625
0.636
0.333
0.571
0.750
0.556
0.500
0.500
0.000
0.833
0.750
0.429
0.778
0.667
0.625
0.750
0.600
0.500
0.667
0.667
0.714
0.700
0.571
0.200
0.500
0.556
0.500
0.600
0.667
0.667
0.500
0.714
0.400
0.600
0.625
0.625
0.571
0.667
0.556
0.778
0.714
0.600
0.667
0.800
0.286
0.571
0.333
0.545
0.667
0.556
0.556
0.714
0.667
0.000
0.667
0.750
0.714
0.667
0.800
0.750
0.556
0.714
0.714
0.700
0.500
0.500
0.667
0.400
0.667
0.000
0.571
0.571
0.444
0.778
0.250
0.800
0.667
0.800
0.667
0.667
0.714
0.667
0.500
0.500
0.600
0.667
0.556
0.667
0.625
0.818
0.600
0.556
0.714
0.750
0.714
0.750
0.600
0.667
0.667
0.778
0.625
0.833
0.571
0.714
0.600
0.667
0.333
0.833
0.667
0.333
0.333
0.875
0.800
0.500
0.500
0.667
0.429
0.667
0.636
0.667
0.714
0.667
0.571
0.800
0.375
0.500
0.700
0.500
0.333
0.556
0.333
0.700
0.333
0.857
0.600
0.500
0.625
0.667
0.500
0.500
0.625
0.800
0.500
0.667
0.667
0.600
0.600
0.750
0.000
0.250
0.556
0.700
0.667
0.667
0.500
0.667
0.571
0.600
0.400
0.667
0.800
0.667
0.750
0.333
0.857
0.714
0.667
0.833
0.571
0.625
0.750
0.600
0.667
0.571
0.600
0.538
0.667
0.625
0.500
0.600
0.583
0.500
0.667
0.571
0.429
0.571
0.600
0.750
0.625
0.500
0.600
0.571
0.500
0.500
0.500
0.500
0.667
0.667
