exposure
0.500
0.625
0.250
0.500
0.429
0.333
0.500
0.667
0.500
0.750
0.444
0.400
0.692
0.692
0.636
0.400
0.667
0.800
0.400
0.333
0.400
0.667
0.800
0.727
0.667
0.500
0.500
0.667
0.500
0.750
0.600
0.500
0.375
0.500
0.600
0.500
0.600
0.286
0.400
0.250
0.636
0.833
0.667
0.778
0.600
0.500
0.333
0.429
0.667
0.571
0.500
0.571
0.500
0.500
0.333
0.571
0.714
0.750
0.667
0.700
0.500
0.714
0.500
0.571
0.500
0.400
0.625
0.778
0.667
0.667
0.400
0.556
0.714
0.714
0.600
0.500
0.500
0.556
0.250
0.600
0.500
0.800
0.750
0.600
0.400
0.667
0.833
0.500
0.556
0.750
0.429
0.714
0.714
0.625
0.625
0.500
0.429
0.556
0.714
0.333
0.778
0.700
0.333
0.500
0.333
0.250
0.750
0.500
0.714
0.833
0.667
0.700
0.400
0.556
0.500
0.500
0.333
0.625
0.727
0.429
0.500
0.667
0.333
0.750
0.400
0.250
0.429
0.500
0.571
0.500
0.571
0.333
0.571
0.636
0.600
0.500
0.500
0.750
0.750
0.714
0.667
0.600
0.444
0.714
0.667
0.750
0.500
0.333
0.571
0.667
0.667
0.600
0.600
0.667
0.571
0.500
0.429
0.571
0.333
0.500
0.727
0.500
0.667
0.333
0.500
0.714
0.636
0.714
0.750
0.600
0.571
0.250
0.750
0.778
0.667
0.400
0.429
0.600
0.500
0.545
0.800
0.200
0.500
0.667
0.714
0.500
0.571
0.667
0.750
0.429
0.571
0.600
0.333
0.714
0.333
0.500
0.750
0.500
0.571
0.500
0.250
0.600
0.750
0.375
0.429
0.600
0.727
0.778
0.444
0.750
0.250
0.571
0.667
0.750
0.571
0.889
0.714
0.500
0.500
0.700
0.625
0.727
0.625
0.750
0.545
0.333
0.400
0.400
0.875
0.500
0.500
0.444
0.500
0.250
0.200
0.750
0.571
0.600
0.500
0.800
0.600
0.667
0.444
0.429
0.429
0.600
0.500
0.500
0.500
0.667
0.667
0.571
0.625
0.444
0.625
0.750
0.667
0.600
0.714
0.000
0.600
0.600
0.333
0.500
0.333
0.500
0.429
0.429
0.250
0.500
0.500
0.556
0.250
0.833
0.750
0.600
0.400
0.714
0.800
0.500
0.714
0.500
0.750
0.400
0.667
0.400
0.500
0.333
0.500
0.400
0.667
0.625
0.250
0.700
0.778
0.000
0.500
0.500
0.875
0.600
0.429
0.833
0.333
0.667
0.333
0.636
0.500
0.600
0.571
0.600
0.250
0.500
0.429
0.600
0.400
0.250
0.500
0.500
0.429
0.500
0.667
0.000
0.333
0.667
0.500
0.375
0.750
0.636
0.500
0.700
0.000
0.571
0.750
0.500
0.714
0.571
0.750
0.600
0.692
0.600
0.600
0.400
0.714
0.500
0.667
0.750
0.750
0.571
0.286
0.000
0.625
0.333
0.667
0.600
0.667
0.667
0.500
0.400
0.800
0.750
0.500
0.500
0.500
0.500
0.700
0.556
0.667
0.727
0.556
0.500
0.500
0.714
0.333
0.600
0.571
0.333
0.615
0.667
0.500
0.500
0.600
0.500
0.333
0.600
0.625
0.200
0.444
0.400
0.545
0.600
0.500
0.750
0.600
0.750
0.667
0.500
0.571
0.500
0.714
0.700
0.500
0.500
0.400
0.750
0.500
0.556
0.375
0.857
0.000
0.667
0.667
0.889
0.625
0.667
0.250
0.286
0.333
0.500
0.625
0.727
0.556
0.333
0.250
0.500
0.500
0.750
0.333
0.600
0.400
0.250
0.600
0.667
0.714
0.750
0.750
0.750
0.400
0.444
0.500
0.600
0.667
0.625
0.455
0.444
0.750
0.700
0.571
0.556
0.750
0.500
0.571
0.750
0.500
0.600
0.333
0.500
0.750
0.615
0.750
0.625
0.429
0.571
0.400
0.333
0.444
0.500
0.333
0.556
0.571
0.500
0.625
0.250
0.500
0.625
0.714
0.400
0.571
0.667
0.500
0.667
0.700
0.833
0.375
0.600
0.667
0.429
0.667
0.800
0.571
0.500
0.500
0.667
0.250
0.750
0.750
0.800
0.600
0.625
0.500
0.333
0.571
0.000
0.571
0.778
0.714
0.500
0.500
0.429
0.333
0.429
0.778
0.714
0.600
0.600
0.727
0.556
0.600
0.833
0.556
0.625
0.500
0.571
0.625
0.500
0.500
0.600
0.600
0.636
0.400
0.500
0.571
0.500
0.714
0.778
0.600
0.571
0.600
0.600
0.500
0.500
0.600
0.500
0.500
0.500
0.714
0.333
0.429
0.615
0.714
0.625
0.750
0.500
0.556
0.333
0.400
0.500
0.667
0.400
0.286
0.667
0.714
0.857
0.667
0.400
0.429
0.778
0.700
0.700
0.667
0.429
0.750
0.500
0.667
0.600
0.750
0.778
0.400
0.800
0.444
0.500
0.600
0.500
0.875
0.556
0.500
0.500
0.500
0.800
0.800
0.667
0.400
0.400
0.714
0.625
0.286
0.800
0.500
0.625
0.667
0.375
0.250
0.714
0.500
0.667
0.714
0.500
0.571
0.500
0.800
0.500
0.556
0.400
0.500
0.800
0.400
0.500
0.750
0.200
0.200
0.800
0.750
0.200
0.571
0.500
0.667
0.571
0.700
0.333
0.750
0.500
0.600
0.500
0.714
0.750
0.333
0.333
0.750
0.556
0.333
0.556
0.667
0.500
0.429
0.692
0.400
0.000
0.625
0.667
0.400
0.667
0.556
0.500
0.500
0.571
0.778
0.500
0.600
0.667
0.643
0.750
0.625
0.750
0.667
0.800
0.667
0.000
0.429
0.615
0.500
0.625
0.500
0.500
0.500
0.600
0.333
0.700
0.500
0.667
0.429
0.500
0.333
0.600
0.727
0.750
0.500
0.500
0.625
0.700
0.750
0.714
0.500
0.750
0.500
0.667
0.500
0.571
0.200
0.714
0.750
0.500
0.778
0.500
0.400
0.400
0.625
0.429
0.833
0.625
0.667
0.875
0.200
0.444
0.500
0.444
0.500
0.667
0.500
0.429
0.500
0.375
0.625
0.800
0.800
0.600
0.500
0.750
0.500
0.600
0.571
0.429
0.818
0.714
0.600
0.778
0.714
0.556
0.615
0.500
0.571
0.500
0.500
0.556
0.500
0.750
0.571
0.500
0.778
0.625
0.286
0.600
0.556
0.333
0.600
0.750
0.667
0.800
0.429
0.600
0.600
0.667
0.400
0.500
0.667
0.667
0.500
0.250
0.625
0.818
0.833
0.556
0.714
0.556
0.500
0.571
0.429
0.636
0.818
0.714
0.571
0.556
0.625
0.714
0.714
0.500
0.667
0.500
0.286
0.000
0.833
0.600
0.571
0.571
0.400
0.600
0.500
0.625
0.500
0.583
0.889
0.600
0.667
0.429
0.500
0.500
0.700
0.000
0.556
0.250
0.571
0.600
0.556
0.500
0.571
0.600
0.600
0.375
0.583
0.250
0.500
0.714
0.250
0.556
0.636
0.500
0.600
0.778
0.750
0.833
0.818
0.750
0.250
0.556
0.667
0.600
0.625
0.778
0.500
0.500
0.400
0.667
0.333
0.250
0.571
0.400
0.429
0.500
0.750
0.500
0.714
0.571
0.800
0.750
0.500
0.429
0.571
0.600
0.625
0.200
0.500
0.500
0.714
0.500
0.200
0.500
0.667
0.571
0.600
0.727
0.714
0.778
0.625
0.500
0.750
0.727
0.429
0.600
0.500
0.625
0.875
0.556
0.667
0.714
0.750
0.625
0.462
0.000
0.333
0.667
0.750
0.500
0.429
0.750
0.818
0.429
0.667
0.500
0.333
0.667
0.625
0.429
0.500
0.667
0.400
0.600
0.700
0.571
0.500
0.625
0.333
0.571
0.800
0.750
0.750
0.750
0.750
0.889
0.500
0.556
0.250
0.600
0.000
0.600
0.571
0.667
0.750
0.600
0.556
0.778
0.400
0.600
0.556
0.000
0.750
0.600
0.750
0.600
0.750
0.667
0.625
0.750
0.571
0.600
0.636
0.667
0.500
0.500
0.500
0.333
0.778
0.500
0.400
