exposure
0.600
0.400
0.714
0.600
0.727
0.714
0.500
0.500
0.778
0.571
0.500
0.600
0.556
0.571
0.500
0.600
0.333
0.600
0.857
0.500
0.556
0.875
0.818
0.400
0.667
0.667
0.667
0.600
0.600
0.625
0.833
0.900
0.636
0.500
0.600
0.500
0.556
0.500
0.333
0.600
0.500
0.500
0.714
0.667
0.714
0.667
0.000
0.429
0.500
0.600
0.778
0.714
0.500
0.667
0.667
0.600
0.750
0.400
0.875
0.667
0.667
0.750
0.500
0.400
0.667
0.714
0.667
0.750
0.667
0.429
0.400
0.500
0.250
0.500
0.500
0.714
0.600
0.667
0.556
0.750
0.714
0.800
0.429
0.667
0.333
0.833
0.556
0.400
0.800
0.500
0.778
0.600
0.333
0.625
0.857
0.429
0.556
0.667
0.400
0.600
0.571
0.600
0.600
0.600
0.571
0.625
0.750
0.778
0.800
0.750
0.500
0.600
0.714
0.571
0.750
0.556
0.600
0.571
0.500
0.778
0.800
0.571
0.500
0.750
0.625
0.500
0.500
0.625
0.556
0.600
0.500
0.625
0.444
0.500
0.429
0.571
0.333
0.750
0.714
0.400
0.714
0.286
0.500
0.750
0.667
0.700
0.750
0.667
0.250
0.750
0.500
0.500
0.714
0.625
0.800
0.667
0.714
0.667
0.667
0.714
0.714
0.833
0.714
0.500
0.600
0.625
0.667
0.857
0.667
0.714
0.667
0.700
0.778
0.714
0.667
0.600
0.571
0.700
0.500
0.833
0.444
0.625
0.500
0.667
0.667
0.429
0.800
0.750
0.500
0.667
0.833
0.429
0.714
0.833
0.714
0.500
0.333
0.625
0.750
0.333
0.667
0.833
0.500
0.571
0.600
0.667
0.727
0.500
0.800
0.286
0.429
0.750
0.667
0.667
0.750
0.778
0.714
0.600
0.857
0.429
0.625
0.333
0.500
0.286
0.600
0.667
0.000
0.750
0.700
0.667
0.444
0.750
0.714
0.429
0.857
0.571
0.667
0.400
0.500
0.545
0.778
0.444
0.700
0.600
0.600
0.333
0.500
0.750
0.667
0.667
0.750
0.545
0.500
0.571
0.714
0.600
0.667
0.571
0.500
0.667
0.500
0.625
0.800
0.500
0.444
0.333
0.571
0.636
0.500
0.500
0.500
0.600
0.500
0.667
0.714
0.833
0.625
0.375
0.875
0.667
0.750
0.750
0.778
0.556
0.600
0.667
0.556
0.500
0.667
0.500
0.500
0.625
0.333
0.833
0.429
0.333
0.833
0.000
0.778
0.600
0.500
0.600
0.500
0.571
0.400
0.750
0.750
0.700
0.000
0.600
0.444
0.600
0.571
0.571
0.636
0.667
0.571
0.571
0.800
0.500
0.714
0.750
0.750
0.200
0.800
0.429
0.667
0.833
0.714
0.600
0.750
0.800
0.750
0.667
0.667
0.750
0.636
0.714
0.900
0.750
0.500
0.556
0.600
0.667
0.571
0.556
0.556
0.857
0.500
0.556
0.500
0.500
0.500
0.750
0.625
0.667
0.667
0.667
0.714
0.625
0.667
0.571
0.667
0.667
0.600
0.571
0.545
0.333
0.500
0.750
0.250
0.250
0.571
0.500
0.556
0.667
0.625
0.556
0.429
0.667
0.500
0.667
0.400
0.286
0.556
0.000
0.500
0.000
0.778
0.875
0.750
0.714
0.600
0.600
0.714
0.400
0.778
0.667
0.667
0.500
0.750
0.833
0.857
0.500
0.500
0.800
0.000
0.778
0.571
0.714
0.625
0.625
0.333
0.500
0.667
0.667
0.571
0.400
0.667
0.600
0.667
0.500
0.600
0.750
0.727
0.625
0.571
0.600
0.700
0.600
0.667
0.818
0.750
0.667
0.625
0.714
0.750
0.700
0.833
0.625
0.400
0.778
0.571
0.500
0.833
0.800
0.500
0.571
0.667
0.714
0.800
0.444
0.429
0.600
0.625
0.857
0.400
0.500
0.667
0.636
0.714
0.500
0.667
0.375
0.400
0.571
0.625
0.500
0.600
0.833
0.600
0.700
0.500
0.750
0.750
0.600
0.800
0.571
0.800
0.500
0.500
0.667
0.750
0.750
0.778
0.625
0.714
0.500
0.667
0.400
0.833
0.778
0.800
0.667
0.727
0.778
0.429
0.500
0.571
0.667
0.500
0.714
0.800
0.750
0.556
0.600
0.571
0.667
0.750
0.667
0.500
0.571
0.500
0.500
0.667
0.444
0.500
0.600
0.714
0.750
0.625
0.667
0.667
0.750
0.429
0.571
0.600
0.667
0.714
0.667
0.857
0.750
0.500
0.600
0.600
0.600
0.833
0.800
0.667
0.750
0.600
0.833
0.700
0.625
0.429
0.750
0.250
0.750
0.600
0.500
0.667
0.667
0.625
0.500
0.250
0.500
0.714
0.833
0.714
0.600
0.400
0.500
0.833
0.571
0.571
0.556
0.333
0.571
0.000
0.667
0.600
0.667
0.727
0.750
0.667
0.545
0.625
0.556
0.625
0.778
0.667
0.333
0.600
0.571
0.714
0.571
0.571
0.800
0.556
0.700
0.750
0.500
0.625
0.556
0.000
0.571
0.556
0.500
0.750
0.667
0.714
0.818
0.750
0.333
0.667
0.714
0.500
0.700
0.556
0.714
0.857
0.667
0.400
0.800
0.500
0.500
0.571
0.800
0.429
0.500
0.667
0.750
0.625
0.400
0.333
0.833
0.571
0.778
0.429
0.667
0.667
0.429
0.571
0.667
0.429
0.667
0.500
0.714
0.333
0.556
0.636
0.400
0.500
0.625
0.667
0.833
0.750
0.714
0.700
0.556
0.600
0.400
0.625
0.833
0.714
0.375
0.750
0.667
0.667
0.600
0.833
0.714
