exposure
0.667
0.500
0.714
0.700
0.636
0.667
0.600
0.571
0.750
0.500
0.500
0.500
0.625
0.571
0.571
0.500
0.500
0.500
0.667
0.500
0.571
0.600
0.600
0.667
0.667
0.714
0.600
0.333
0.000
0.500
0.833
0.833
0.500
0.400
0.500
0.500
0.700
0.500
0.000
0.500
0.500
0.800
0.667
0.625
0.833
0.500
0.667
0.500
0.600
0.571
0.667
0.250
0.625
0.500
0.400
0.714
0.500
0.333
0.750
0.333
0.667
0.600
0.667
0.400
0.400
0.667
0.714
0.750
0.333
0.600
0.500
0.667
0.500
0.667
0.625
0.333
0.500
0.667
0.500
0.625
0.571
0.667
0.857
0.400
0.333
0.600
0.833
0.667
0.400
0.800
0.250
0.667
0.600
0.250
0.750
0.500
0.400
0.667
0.667
0.500
0.600
0.667
0.571
0.667
0.333
0.571
0.667
0.600
0.667
0.600
0.500
0.400
0.600
0.571
0.571
0.667
0.500
0.500
0.714
0.625
0.600
0.833
0.400
0.667
0.667
0.600
0.625
0.600
0.667
0.000
0.714
0.429
0.667
0.500
0.700
0.333
0.500
0.000
0.500
0.750
0.400
0.625
0.429
0.750
0.667
0.750
0.571
0.571
0.667
0.571
0.800
0.667
0.750
0.714
0.571
0.000
0.714
0.000
0.800
0.500
0.800
0.714
0.800
0.500
0.571
0.800
0.636
0.750
0.667
0.600
0.600
0.600
0.750
0.750
0.800
0.571
0.625
0.000
0.714
0.500
0.875
0.000
0.500
0.800
0.600
0.333
0.667
0.667
0.600
0.500
0.500
0.714
0.571
0.500
0.500
0.600
0.750
0.500
0.333
0.667
0.500
0.571
0.800
0.500
0.400
0.500
0.778
0.500
0.500
0.667
0.250
0.500
0.500
0.833
0.800
0.800
0.833
0.727
0.667
0.667
0.625
0.600
0.714
0.667
0.429
0.250
0.833
0.500
0.667
0.286
0.667
0.429
0.714
0.750
0.500
0.833
0.400
0.400
0.571
0.750
0.500
0.714
0.333
0.571
0.400
0.667
0.667
0.333
0.714
0.500
0.750
0.800
0.667
0.375
0.625
0.625
0.600
0.600
0.667
0.250
0.500
0.500
0.333
0.571
0.500
0.500
0.600
0.667
0.250
0.571
0.500
0.500
0.000
0.750
0.800
0.800
0.500
0.667
0.500
0.333
0.800
0.500
0.714
0.800
0.800
0.500
0.750
0.714
0.500
0.500
0.714
0.667
0.250
0.667
0.600
0.750
0.400
0.600
0.800
0.600
0.625
0.667
0.500
0.667
0.500
0.500
0.444
0.600
0.714
0.400
0.667
0.750
0.200
0.600
0.625
0.250
0.571
0.667
0.571
0.600
0.600
0.500
0.500
0.333
0.800
0.200
0.800
0.429
0.500
0.625
0.571
0.400
0.500
0.667
0.500
0.500
0.750
0.500
0.500
0.571
0.800
0.600
0.500
0.500
0.833
0.714
0.500
0.500
0.429
0.500
0.625
0.500
0.500
0.600
0.500
0.667
0.500
0.500
0.800
0.667
0.800
0.500
0.750
0.500
0.778
0.500
0.000
0.714
0.571
0.500
0.333
0.600
0.250
0.400
0.571
0.571
0.500
0.667
0.714
0.571
0.500
0.667
0.571
0.571
0.400
0.636
0.571
0.600
0.400
0.500
0.714
0.800
0.750
0.500
0.500
0.750
0.000
0.667
0.500
0.750
0.667
0.250
0.250
0.500
0.750
0.500
0.571
0.667
0.600
0.667
0.667
0.500
0.500
0.333
0.500
0.833
0.500
0.571
0.571
0.500
0.714
0.333
0.667
0.600
0.667
0.500
0.750
0.500
0.400
0.500
0.833
0.800
0.571
0.667
0.500
0.500
0.571
0.800
0.667
0.333
0.714
0.545
0.600
0.600
0.625
0.400
0.625
0.800
0.333
0.714
0.333
0.600
0.800
0.625
0.500
0.500
0.625
0.750
0.667
0.625
0.571
0.400
0.600
0.333
0.714
0.375
0.727
0.500
0.500
0.333
0.571
0.500
0.833
0.714
0.400
0.750
0.600
0.833
0.714
0.600
0.500
0.600
0.714
0.500
0.571
0.833
0.600
0.400
0.600
0.400
0.600
0.500
0.600
0.625
0.667
0.600
0.750
0.667
0.333
0.500
0.667
0.714
0.571
0.714
0.800
0.400
0.333
0.571
0.625
0.600
0.714
0.500
0.333
0.625
0.333
0.571
0.833
0.556
0.625
0.000
0.625
0.600
0.714
0.800
0.800
0.750
0.429
0.571
0.444
0.400
0.857
0.667
0.800
0.333
0.500
0.500
0.600
0.800
0.333
0.714
0.500
0.667
0.800
0.714
0.500
0.500
0.571
0.600
0.500
0.667
0.667
0.571
0.750
0.667
0.600
0.667
0.250
0.556
0.600
0.400
0.833
0.500
0.667
0.571
0.750
0.667
0.667
0.625
0.375
0.400
0.250
0.333
0.500
0.600
0.714
0.500
0.500
0.600
0.600
0.400
0.667
0.667
0.500
0.667
0.800
0.400
0.500
0.714
0.571
0.500
0.000
0.714
0.400
0.500
0.571
0.600
0.571
0.571
0.200
0.714
0.833
0.600
0.571
0.000
0.667
0.714
0.667
0.600
0.833
0.667
0.400
0.667
0.667
0.571
0.500
0.750
0.333
0.250
0.714
0.750
0.600
0.625
0.667
0.600
0.625
0.571
0.400
0.714
0.500
0.667
0.556
0.667
0.667
0.429
0.667
0.667
0.625
0.333
0.400
0.667
0.200
0.400
0.625
0.667
0.667
0.714
0.500
0.714
0.600
0.714
0.500
0.625
0.400
0.500
0.500
0.600
0.500
0.429
0.667
0.500
0.667
0.667
0.714
0.600
0.500
0.500
0.700
0.800
0.400
0.500
0.400
0.667
0.444
0.500
0.600
0.625
0.667
0.571
0.500
0.625
0.600
0.750
0.000
0.400
0.800
0.400
0.250
0.800
0.500
0.667
0.833
0.600
0.667
0.600
0.400
0.250
0.500
0.833
0.571
0.250
0.625
0.143
0.571
0.625
0.833
0.571
0.667
0.667
0.333
0.333
0.500
0.500
0.500
0.000
0.625
0.000
0.429
0.429
0.667
0.667
0.667
0.667
0.571
0.800
0.625
0.429
0.500
0.400
0.625
0.833
0.600
0.600
0.714
0.250
0.600
0.500
0.600
0.750
0.667
0.571
0.500
0.667
0.667
0.600
0.750
0.429
0.556
0.667
0.200
0.000
0.500
0.667
0.500
0.600
0.500
0.500
0.600
0.700
0.600
0.667
0.750
0.667
0.167
0.571
0.667
0.600
0.750
0.625
0.750
0.400
0.600
0.625
0.500
0.667
0.857
0.600
0.400
0.500
0.500
0.500
0.500
0.200
0.500
0.500
0.429
0.500
0.714
0.400
0.714
0.400
0.600
0.750
0.571
0.250
0.625
0.375
0.750
0.667
0.667
0.500
0.800
0.714
0.500
0.500
0.625
0.667
0.714
0.333
0.667
0.571
0.714
0.600
0.714
0.556
0.444
0.250
0.250
0.667
0.400
0.600
0.500
0.750
0.500
0.833
0.800
0.500
0.750
0.833
0.400
0.667
0.500
0.667
0.571
0.500
0.500
0.667
0.600
0.750
0.571
0.600
0.250
0.500
0.500
0.200
0.667
0.667
0.500
0.571
0.667
0.714
0.667
0.400
0.400
0.714
0.571
0.600
0.571
0.571
0.600
0.667
0.429
0.667
0.667
0.667
0.571
0.500
0.600
0.800
0.625
0.714
0.714
0.625
0.667
0.571
0.667
0.750
0.500
0.500
0.667
0.600
0.857
0.571
0.200
0.333
0.429
0.545
0.600
0.714
0.429
0.800
0.750
0.571
0.500
0.571
0.800
0.600
0.667
0.333
0.571
0.250
0.625
0.400
0.600
0.500
0.600
0.667
0.667
0.667
0.833
0.500
0.667
0.667
0.714
0.800
0.556
0.700
0.500
0.500
0.250
0.667
0.714
0.600
0.778
0.500
0.556
0.500
0.500
0.333
0.667
0.500
0.600
0.667
0.000
0.400
0.800
0.400
0.500
0.800
0.667
0.667
0.600
0.625
0.667
0.200
0.600
0.333
0.600
0.500
0.400
0.500
0.429
0.667
0.500
0.667
0.571
0.667
0.600
0.750
0.500
0.600
0.625
0.250
0.400
0.625
0.333
0.600
0.667
0.333
