exposure
0.571
0.500
0.727
0.667
0.333
0.636
0.500
0.429
0.700
0.667
0.571
0.600
0.714
0.636
0.500
0.429
0.625
0.778
0.429
0.700
0.600
0.800
0.571
0.500
0.500
0.400
0.571
0.700
0.429
0.429
0.750
0.667
0.444
0.556
0.571
0.250
0.600
0.444
0.500
0.500
0.556
0.750
0.600
0.625
0.600
0.400
0.625
0.600
0.571
0.250
0.667
0.700
0.429
0.571
0.636
0.556
0.500
0.500
0.625
0.400
0.667
0.571
0.571
0.500
0.600
0.667
0.667
0.778
0.750
0.667
0.667
0.556
0.727
0.500
0.667
0.727
0.500
0.636
0.429
0.667
0.750
0.778
0.750
0.692
0.571
0.250
0.667
0.600
0.200
0.667
0.556
0.625
0.750
0.429
0.625
0.667
0.429
0.500
0.400
0.556
0.625
0.571
0.429
0.750
0.667
0.571
0.600
0.571
0.667
0.600
0.667
0.700
0.571
0.500
0.500
0.625
0.556
0.625
0.769
0.636
0.571
0.692
0.250
0.556
0.556
0.333
0.727
0.429
0.600
0.625
0.600
0.571
0.556
0.692
0.556
0.571
0.667
0.333
0.500
0.636
0.500
0.583
0.667
0.667
0.750
0.667
0.667
0.500
0.429
0.714
0.714
0.750
0.636
0.600
0.625
0.667
0.667
0.500
0.600
0.667
0.786
0.778
0.600
0.333
0.625
0.600
0.556
0.714
0.571
0.500
0.500
0.500
0.667
0.625
0.500
0.636
0.333
0.571
0.636
0.750
0.375
0.600
0.667
0.727
0.500
0.600
0.333
0.500
0.250
0.714
0.200
0.636
0.778
0.700
0.714
0.500
0.700
0.500
0.556
0.625
0.833
0.545
0.556
0.727
0.625
0.571
0.643
0.714
0.636
0.429
0.625
0.750
0.400
0.600
0.800
0.571
0.500
0.833
0.636
0.600
0.571
0.571
0.444
0.571
0.571
0.636
0.714
0.727
0.500
0.545
0.727
0.750
0.500
0.500
0.429
0.714
0.583
0.667
0.444
0.667
0.600
0.571
0.667
0.625
0.750
0.667
0.700
0.667
0.636
0.375
0.500
0.600
0.500
0.625
0.692
0.636
0.571
0.700
0.600
0.667
0.667
0.500
0.700
0.556
0.667
0.500
0.750
0.375
0.500
0.750
0.667
0.750
0.500
0.500
0.667
0.583
0.778
0.667
0.600
0.714
0.500
0.556
0.714
0.500
0.375
0.600
0.500
0.500
0.600
0.824
0.500
0.667
0.556
0.500
0.500
0.818
0.625
0.778
0.600
0.667
0.556
0.636
0.571
0.600
0.778
0.600
0.500
0.714
0.667
0.667
0.667
0.692
0.643
0.750
0.600
0.667
0.625
0.333
0.556
0.667
0.667
0.444
0.600
0.600
0.571
0.600
0.667
0.571
0.400
0.500
0.556
0.400
0.800
0.727
0.600
0.727
0.600
0.727
0.750
0.600
0.400
0.571
0.692
0.636
0.500
0.750
0.700
0.714
0.750
0.667
0.400
0.500
0.600
0.750
0.714
0.714
0.667
0.600
0.667
0.700
0.500
0.692
0.750
0.571
0.667
0.500
0.500
0.750
0.571
0.556
0.692
0.636
0.600
0.400
0.667
0.692
0.714
0.714
0.556
0.667
0.400
0.000
0.556
0.625
0.714
0.571
0.571
0.778
0.333
0.429
0.600
0.769
0.615
0.727
0.727
0.500
0.400
0.571
0.667
0.600
0.667
0.375
0.600
0.571
0.600
0.500
0.571
0.556
0.667
0.700
0.444
0.500
0.500
0.667
0.625
0.625
0.667
0.500
0.714
0.400
0.667
0.500
0.714
0.200
0.333
0.636
0.727
0.700
0.500
0.667
0.750
0.727
0.500
0.500
0.750
0.600
0.700
0.571
0.545
0.571
0.625
0.500
0.700
0.750
0.500
0.500
0.556
0.800
0.600
0.600
0.556
0.769
0.625
0.600
0.333
0.500
0.700
0.556
0.625
0.667
0.500
0.333
0.600
0.667
0.727
0.667
0.500
0.714
0.667
0.769
0.750
0.727
0.625
0.400
0.714
0.667
0.625
0.667
0.500
0.636
0.636
0.667
0.600
0.500
0.625
0.727
0.714
0.556
0.625
0.636
0.600
0.333
0.625
0.500
0.600
0.400
0.400
0.667
0.636
0.727
0.600
0.667
0.600
0.400
0.429
0.625
0.778
0.667
0.625
0.500
0.556
0.700
0.333
0.667
0.692
0.750
0.500
0.727
0.667
0.500
0.750
0.667
0.750
0.667
0.625
0.714
0.750
0.714
0.500
0.700
0.714
0.615
0.333
0.714
0.667
0.571
0.500
0.800
0.667
0.444
0.714
0.286
0.600
0.400
0.500
0.500
0.636
0.667
0.600
0.500
0.727
0.750
0.667
0.727
0.250
0.714
0.727
0.500
0.778
0.625
0.692
0.500
0.444
0.625
0.667
0.625
0.500
0.750
0.714
0.750
0.667
0.615
0.571
0.600
0.500
0.800
0.750
0.429
0.750
0.556
0.667
0.571
0.636
0.571
0.700
0.583
0.500
0.444
0.667
0.500
0.500
0.625
0.750
0.600
0.500
0.500
0.750
0.600
0.600
0.000
0.714
0.600
0.700
0.667
0.800
0.667
0.429
0.800
0.400
0.600
0.750
0.571
0.667
0.600
0.667
0.700
0.250
0.556
0.600
0.818
0.750
0.400
0.615
0.500
0.667
0.714
0.375
0.667
0.636
0.500
0.455
0.714
0.444
0.556
0.556
0.625
0.667
0.700
0.667
0.778
0.400
0.692
0.583
0.556
0.727
0.700
0.636
0.571
0.429
0.667
0.500
0.556
0.714
0.556
0.750
0.667
0.667
0.571
0.583
0.800
0.700
0.500
0.625
0.714
0.455
0.333
0.700
0.667
0.769
0.667
0.636
0.556
0.727
0.714
0.667
0.667
0.714
0.700
0.556
0.714
0.778
0.714
0.750
0.583
0.667
0.500
0.429
0.500
0.600
0.833
0.600
0.750
0.500
0.571
0.538
0.636
0.556
0.333
0.692
0.571
0.500
0.545
0.583
0.429
0.600
0.800
0.600
0.636
0.500
0.500
0.583
0.500
0.333
0.600
0.667
0.556
0.750
0.429
0.556
0.700
0.500
0.667
0.778
0.625
0.429
0.200
0.500
0.444
0.556
0.700
0.667
0.400
0.600
0.625
0.714
0.700
0.667
0.500
0.667
0.583
0.500
0.583
0.500
0.600
0.750
0.200
0.571
0.625
0.667
0.500
0.636
0.400
0.625
0.556
0.600
0.583
0.667
0.500
0.200
0.714
0.692
0.667
0.286
0.625
0.500
0.429
0.692
0.625
0.500
0.636
0.556
0.667
0.667
0.429
0.286
0.500
0.625
0.643
0.500
0.600
0.625
0.556
0.625
0.000
0.556
0.667
0.692
0.600
0.583
0.818
0.714
0.500
0.500
0.500
0.556
0.750
0.600
0.600
0.500
0.714
0.700
0.667
0.636
0.500
0.571
0.667
0.444
0.500
0.636
0.625
0.556
0.625
0.556
0.615
0.600
0.600
0.600
0.333
0.600
0.667
0.800
0.333
0.600
0.500
0.250
0.400
0.429
0.600
0.500
0.818
0.714
