exposure
0.625
0.700
0.600
0.571
0.600
0.429
0.750
0.800
0.714
0.700
0.778
0.750
0.700
0.600
0.556
0.400
0.556
0.400
0.636
0.556
0.500
0.700
0.556
0.400
0.750
0.571
0.667
0.500
0.571
0.667
0.667
0.778
0.667
0.429
0.636
0.636
0.333
0.750
0.667
0.778
0.667
0.667
0.667
0.571
0.571
0.429
0.600
0.500
0.429
0.600
0.778
0.625
0.600
0.800
0.556
0.600
0.667
0.625
0.333
0.600
0.625
0.500
0.500
0.833
0.600
0.571
0.600
0.600
0.818
0.778
0.714
0.667
0.571
0.714
0.500
0.429
0.400
0.571
0.444
0.600
0.700
0.333
0.333
0.429
0.429
0.625
0.333
0.750
0.667
0.625
0.571
0.500
0.333
0.333
0.714
0.556
0.727
0.750
0.250
0.667
0.667
0.571
0.333
0.556
0.700
0.556
0.625
0.500
0.429
0.700
0.333
0.714
0.600
0.800
0.600
0.429
0.571
0.714
0.667
0.625
0.400
0.700
0.625
0.429
0.667
0.600
0.714
0.667
