pct,k2-ctw,k2-hp,k2-wf,k4-ctw,k4-hp,k4-wf
0,0.000,0.000,0.628,0.000,0.000,0.530
10,0.082,0.072,0.628,0.070,0.059,0.530
20,0.152,0.132,0.628,0.128,0.111,0.530
30,0.231,0.203,0.628,0.199,0.173,0.530
40,0.301,0.263,0.628,0.255,0.223,0.530
50,0.372,0.326,0.628,0.317,0.274,0.530
60,0.435,0.381,0.628,0.370,0.323,0.530
70,0.502,0.440,0.628,0.424,0.371,0.530
80,0.566,0.498,0.628,0.483,0.421,0.530
90,0.630,0.553,0.628,0.534,0.468,0.530
100,0.689,0.607,0.628,0.582,0.513,0.530
